I0,I1,I2,I3,I4,I5
90.903946,273.524506,274.987366,7.566667,3.900000,5.500000
91.384613,273.403015,274.716003,7.766667,4.100000,5.966667
91.822998,272.773529,274.381989,7.633333,3.633333,6.433333
92.199501,272.402496,274.040985,7.800000,3.666667,6.533333
92.509552,271.818787,273.657166,7.833333,3.433333,6.366667
92.738350,272.503906,273.458588,7.600000,3.466667,6.466667
92.900970,273.570099,273.479431,7.266667,3.533333,5.333333
93.012161,277.222168,274.131439,6.733333,4.466667,3.066667
93.059601,279.326996,275.035583,6.733333,5.466667,2.466667
93.077789,281.364014,276.136505,6.433333,5.966667,2.233333
93.082794,283.063293,277.341400,6.200000,6.400000,1.866667
93.089912,284.044525,278.507416,6.233333,6.966667,2.166667
93.089722,284.326447,279.519592,6.433333,7.500000,2.966667
93.071526,284.878906,280.451660,6.466667,7.866667,3.200000
93.033302,284.449554,281.146729,6.433333,7.566667,3.300000
92.957001,281.983948,281.291687,7.066667,7.400000,3.933333
92.853363,283.100098,281.605347,6.966667,7.833333,3.966667
92.716316,281.537262,281.592285,7.033333,7.100000,3.633333
92.552711,281.412659,281.559601,7.033333,7.033333,3.766667
92.361877,281.426086,281.534698,6.933333,6.866667,3.600000
92.155655,280.561584,281.363617,7.300000,7.033333,4.033333
91.947777,279.860535,281.100342,7.466667,6.933333,5.000000
91.739380,279.904449,280.890472,7.533333,7.066667,6.066667
91.531448,277.908051,280.369873,7.766667,6.366667,7.100000
91.343742,275.996704,279.607544,7.900000,5.566667,7.500000
91.194885,275.821350,278.947662,7.633333,5.100000,7.033333
91.060730,274.344513,278.145782,8.000000,4.866667,6.400000
90.969513,274.366821,277.487671,7.966667,4.833333,6.566667
90.935608,273.755951,276.838257,7.866667,4.400000,6.600000
90.958214,275.054291,276.528137,7.933333,5.133333,6.333333
91.012550,275.474548,276.345367,7.900000,5.300000,6.833333
91.099197,274.656433,276.052338,7.933333,4.933333,7.200000
91.211143,274.598206,275.800385,7.633333,4.500000,7.366667
91.322479,273.206055,275.350098,7.866667,4.133333,7.533333
91.459282,273.096985,274.959412,7.566667,3.700000,7.766667
91.598274,272.573914,274.545715,7.466667,3.333333,7.333333
91.725739,273.128357,274.300323,7.266667,3.333333,7.333333
91.854263,271.003967,273.728088,7.700000,2.900000,6.166667
92.022705,272.314362,273.483673,7.400000,3.133333,5.333333
92.251137,273.666199,273.517426,7.566667,3.966667,4.633333
92.527206,276.352905,274.013092,7.333333,4.933333,3.866667
92.840416,277.633026,274.645508,7.400000,5.666667,3.866667
93.152489,277.434418,275.133362,7.466667,5.666667,3.800000
93.436371,275.983398,275.283722,7.600000,5.133333,4.000000
93.682465,274.670715,275.179260,7.533333,4.400000,4.466667
93.883415,272.645874,274.740356,7.333333,3.200000,4.866667
94.037605,271.688965,274.210968,7.466667,2.933333,5.866667
94.134285,272.410278,273.898621,7.500000,3.300000,6.366667
94.197884,272.228851,273.608734,7.866667,3.666667,5.866667
94.266121,273.299744,273.555603,7.466667,3.666667,5.666667
94.361053,274.910309,273.792084,7.400000,4.333333,4.600000
94.489662,273.687378,273.774994,7.533333,3.933333,5.000000
94.671700,273.077789,273.655334,7.600000,3.733333,5.066667
94.900108,274.550690,273.813080,7.700000,4.566667,4.900000
95.176765,275.276154,274.070007,7.466667,4.600000,4.533333
95.511147,276.802551,274.548248,7.433333,5.300000,4.366667
95.889168,279.001953,275.326263,7.000000,5.733333,3.733333
96.286713,280.090637,276.158478,6.566667,5.566667,2.966667
96.720810,278.905243,276.640076,6.400000,4.733333,2.200000
97.176094,278.459747,276.960602,5.933333,3.800000,2.333333
97.620743,276.835236,276.942688,5.833333,2.966667,2.566667
98.044853,276.453857,276.861389,5.733333,2.666667,2.400000
98.413162,274.732452,276.494324,6.133333,2.533333,2.800000
98.703934,273.519836,275.979492,6.200000,2.133333,3.800000
98.935005,271.096710,275.132202,6.266667,1.266667,4.533333
99.104874,270.512024,274.330048,6.433333,1.233333,5.166667
99.196220,269.793213,273.541718,6.533333,1.066667,6.266667
99.233925,269.448578,272.830078,6.533333,0.933333,7.000000
99.220314,270.135803,272.361298,6.533333,1.200000,8.000000
99.173866,274.084808,272.660675,5.700000,1.700000,9.900000
99.116623,281.210724,274.147369,5.066667,3.533333,11.000000
99.062851,284.202087,275.895813,5.200000,5.066667,11.066667
99.006920,288.776123,278.135742,4.633333,6.033333,11.166667
98.952660,291.095764,280.389557,4.466667,6.800000,11.066667
98.911774,295.119904,282.951416,4.000000,7.733333,10.800000
98.889343,296.393555,285.289368,4.033333,8.566667,10.500000
98.890450,298.023438,287.504364,3.933333,9.266666,9.933333
98.897896,298.293701,289.381165,4.100000,9.966666,8.900000
98.915779,299.635529,291.164978,3.933333,10.333333,8.333333
98.945366,300.598877,292.806183,3.900000,10.900000,8.033334
98.970154,301.101563,294.249329,3.833333,11.033334,7.233333
99.016350,300.873840,295.402008,3.900000,11.100000,7.166667
99.069229,303.027771,296.728912,3.633333,11.766666,5.566667
99.101433,303.230499,297.860077,3.600000,11.800000,4.866667
99.128212,300.964600,298.400299,3.900000,11.166667,5.166667
99.157196,299.500305,298.591888,4.233333,11.233334,4.833333
99.172791,298.706604,298.611969,4.366667,11.100000,4.500000
99.177490,299.806854,298.819855,4.166667,11.233334,4.300000
99.199959,296.837524,298.475250,4.700000,10.833333,4.233333
99.216759,297.940033,298.382294,4.366667,10.566667,3.433333
99.242203,298.997101,298.489471,4.066667,10.333333,2.466667
99.302261,301.529236,299.018738,3.400000,9.800000,1.533333
99.395332,298.955719,299.008606,3.633333,8.900000,0.566667
99.507690,296.256165,298.530823,3.800000,7.800000,0.400000
99.648277,294.023499,297.748047,4.000000,7.133333,0.066667
99.813255,293.116211,296.943848,3.800000,6.133333,-0.066667
99.983948,290.672668,295.854553,3.766667,4.900000,0.033333
100.152328,290.905029,294.995117,3.600000,4.600000,0.000000
100.313362,286.751038,293.562531,4.100000,3.966667,0.033333
100.473877,283.832397,291.871460,4.566667,3.700000,0.433333
100.622330,280.941620,289.971619,5.033333,3.366667,1.033333
100.753479,282.362518,288.649231,4.633333,3.233333,0.766667
100.855461,281.769958,287.453552,4.500000,2.766667,0.700000
100.940720,285.165894,287.056396,3.800000,2.733333,0.800000
101.015190,286.504608,286.961060,3.700000,3.033333,0.233333
101.066109,286.305786,286.847534,3.833333,3.233333,0.500000
101.088158,283.991272,286.350922,4.200000,3.066667,0.933333
101.104828,278.961853,285.065796,4.433333,1.633333,1.566667
101.122910,275.230347,283.355164,4.900000,1.033333,3.433333
101.141418,270.399963,281.101868,5.766667,0.433333,4.433333
101.146538,270.310089,279.224762,5.500000,0.100000,5.766667
101.114296,269.940338,277.609528,5.433333,-0.100000,6.900000
101.022903,271.572388,276.558624,4.966667,-0.100000,7.433333
100.888237,273.332489,275.996277,4.333333,-0.333333,7.933333
100.745415,274.167542,275.676910,4.166667,-0.300000,8.100000
100.591888,273.651123,275.323181,4.233333,-0.366667,7.766667
100.439171,272.020782,274.747406,4.600000,-0.400000,7.533333
100.307991,271.427002,274.168701,4.500000,-0.700000,6.700000
100.228409,273.151733,273.991089,4.533333,-0.133333,6.133333
100.226952,270.772278,273.431183,4.900000,-0.433333,6.366667
100.328377,270.225800,272.874512,5.200000,-0.266667,6.133333
100.525124,269.300873,272.254639,5.600000,-0.133333,5.133333
100.775627,271.244019,272.081055,5.566667,0.500000,4.900000
101.054214,272.416443,272.141846,5.500000,0.833333,4.166667
101.346039,275.063477,272.652618,5.233333,1.433333,2.766667
101.645103,277.233368,273.452057,5.500000,2.633333,1.966667
101.946747,279.249359,274.463104,5.366667,3.233333,1.700000
102.231606,280.839752,275.574799,5.566667,4.233333,1.633333
102.496017,281.436890,276.596771,5.933333,5.133333,1.800000
102.746666,282.180389,277.570221,6.166667,5.900000,2.166667
102.981697,283.042358,278.524109,6.133333,6.266667,2.400000
103.205666,281.472839,279.038971,6.900000,6.833333,3.100000
103.417259,281.955994,279.548218,7.000000,7.266667,4.000000
103.636765,281.418701,279.875519,7.300000,7.500000,4.766667
103.890244,280.931366,280.061432,7.300000,7.233333,5.633333
104.173187,282.899933,280.557648,7.100000,7.966667,6.433333
104.477623,283.524719,281.076416,7.000000,8.133333,7.933333
104.792290,281.220032,281.104156,7.266667,7.333333,8.200000
105.115166,283.978455,281.606964,6.566667,7.566667,8.633333
105.438324,282.197998,281.712616,6.833333,7.100000,8.966666
105.769432,280.656006,281.531738,7.033333,6.633333,9.233334
106.078354,279.968018,281.262451,6.966667,6.166667,9.300000
106.348328,279.821503,281.014191,6.666667,5.600000,9.466666
106.576996,276.227753,280.183655,7.166667,4.633333,9.433333
106.764503,275.845032,279.430664,6.800000,3.933333,9.333333
106.914963,272.166077,278.168396,7.400000,3.066667,9.000000
107.043945,270.909546,276.906921,7.133333,2.200000,7.800000
107.133232,270.149475,275.732300,7.033333,1.766667,6.700000
107.160294,269.247925,274.604614,6.666667,1.000000,5.866667
107.114731,270.994141,273.976196,6.100000,1.033333,4.966667
106.998665,269.496490,273.195953,5.600000,-0.066667,4.866667
106.858818,270.362488,272.701874,5.866667,0.533333,5.533333
106.717033,271.663025,272.519928,5.833333,0.966667,5.300000
106.578644,270.979645,272.250793,6.133333,1.066667,5.133333
106.437500,272.303101,272.258667,5.966667,1.366667,4.900000
106.322662,273.373810,272.451630,5.700000,1.433333,4.166667
106.254189,273.839844,272.692505,5.566667,1.433333,3.766667
106.258392,274.459106,272.999817,6.066667,2.333333,3.000000
106.329926,276.835236,273.667572,5.833333,2.966667,2.766667
106.416664,276.433197,274.149384,6.200000,3.333333,2.800000
106.483269,278.484070,274.903961,6.033333,3.966667,2.700000
106.536598,277.594727,275.372467,6.133333,3.733333,2.466667
106.590446,278.869629,275.981262,6.200000,4.400000,2.533333
106.637093,278.126953,276.354889,6.566667,4.633333,2.833333
106.670990,278.616241,276.748535,6.400000,4.600000,2.933333
106.715698,278.794373,277.104797,6.833333,5.366667,2.900000
106.774170,280.013489,277.611237,7.033333,6.300000,3.233333
106.861450,280.642639,278.139313,7.333333,7.133333,3.933333
107.012978,282.184235,278.844238,7.266667,7.866667,4.333333
107.236649,284.910767,279.901428,7.000000,8.933333,5.133333
107.517769,287.113831,281.158447,6.633333,9.500000,5.566667
107.860168,287.488098,282.262451,6.666667,9.800000,6.266667
108.276093,290.055450,283.621643,6.133333,10.200000,6.733333
108.735832,291.153198,284.935760,5.966667,10.500000,6.500000
109.211166,293.667542,286.458771,5.466667,10.866667,6.933333
109.695976,294.962860,287.942261,5.233333,11.100000,7.500000
110.175179,295.221283,289.212616,5.100000,10.900000,7.766667
110.638519,297.411743,290.642883,4.733333,11.333333,7.466667
111.097336,299.055481,292.110229,4.433333,11.566667,6.500000
111.551865,300.387909,293.554077,4.100000,11.433333,5.166667
111.982445,303.872009,295.352600,3.400000,11.533334,3.800000
112.367508,303.510437,296.774994,3.266667,10.733334,2.466667
112.714218,299.683594,297.283966,3.633333,9.366667,1.366667
113.024895,295.628723,296.998810,4.166667,8.500000,0.833333
113.316994,291.022491,295.961853,4.400000,6.600000,0.800000
113.593681,290.695313,295.048218,3.333333,3.866667,0.733333
113.864738,283.290649,293.005493,4.666667,3.666667,1.466667
114.117928,279.878204,290.724365,4.966667,2.833333,2.100000
114.341240,278.291290,288.563690,4.733333,1.866667,2.533333
114.523140,274.445892,286.109619,5.100000,1.033333,3.300000
114.685875,274.318298,284.060059,5.033333,0.900000,3.700000
114.838730,274.413635,282.383484,5.133333,1.066667,4.000000
114.970001,273.179138,280.783630,5.233333,0.766667,4.300000
115.094025,272.336945,279.315491,5.333333,0.600000,4.400000
115.204033,270.939484,277.859497,5.400000,0.200000,5.333333
115.308067,269.833649,276.464386,5.766667,0.233333,6.833333
115.419449,268.986023,275.164581,6.200000,0.400000,8.666667
115.567581,271.771149,274.575623,5.966667,1.166667,9.500000
115.741554,272.656860,274.243408,6.233333,1.833333,10.366667
115.939957,272.475555,273.937653,6.533333,2.133333,10.000000
116.152473,274.603943,274.055420,6.666667,3.200000,10.333333
116.373505,275.308960,274.275391,6.733333,3.600000,10.866667
116.591492,278.088196,274.940521,6.600000,4.666667,11.066667
116.803787,279.953613,275.814362,6.566667,5.500000,10.966666
117.020798,283.123840,277.087708,6.400000,6.800000,11.066667
117.234947,286.163574,278.668274,6.033333,7.700000,10.833333
117.433441,289.113007,280.486786,5.600000,8.400000,10.933333
117.615089,289.770569,282.103210,5.566667,8.700000,10.700000
117.778519,291.247528,283.695221,5.466667,9.333333,10.133333
117.899620,293.875092,285.466980,5.266667,10.466666,9.466666
117.979988,294.049255,286.960510,5.200000,10.400000,8.933333
118.026787,292.364929,287.900970,5.666667,10.533334,8.333333
118.053398,291.434814,288.515869,5.933333,10.600000,7.733333
118.056450,292.073578,289.134735,5.833333,10.766666,7.233333
118.058952,291.407471,289.530090,5.900000,10.500000,6.700000
118.056412,290.370300,289.676208,6.133333,10.400000,6.333333
118.063942,292.025085,290.084839,5.766667,10.566667,5.966667
118.099983,291.766846,290.377747,5.833333,10.566667,5.766667
118.164452,291.209900,290.523071,6.033333,10.700000,5.300000
118.250717,291.610687,290.713013,5.766667,10.300000,5.033333
118.346046,291.066040,290.775238,5.866667,10.200000,4.266667
118.467812,290.577087,290.741852,5.800000,9.733334,3.600000
118.607086,290.256653,290.658691,5.700000,9.300000,2.900000
118.774597,288.483337,290.281799,5.833333,8.566667,2.700000
118.960449,290.552368,290.330505,5.333333,8.600000,2.533333
119.151093,287.900452,289.909515,6.000000,8.600000,3.133333
119.347527,286.890045,289.386047,6.033333,8.100000,2.500000
119.541580,287.259827,289.017914,5.733333,7.666667,2.333333
119.715096,287.222778,288.707214,5.633333,7.433333,2.100000
119.860779,283.346252,287.776001,6.033333,6.233333,2.033333
119.982010,279.463470,286.331177,6.733333,5.533333,2.666667
120.086746,278.839508,285.028992,6.566667,4.966667,2.833333
120.175400,277.259827,283.678375,6.833333,4.633333,2.966667
120.254204,278.990295,282.863617,6.333333,4.666667,2.800000
120.327774,277.473053,281.926636,6.766667,4.633333,2.766667
120.410301,279.248413,281.461517,6.466667,5.000000,2.600000
120.514435,280.836853,281.353760,6.233333,5.366667,2.300000
120.664749,281.229370,281.333466,6.433333,5.900000,2.500000
120.845245,281.820923,281.419830,6.833333,6.900000,3.300000
121.015541,283.235992,281.737244,6.800000,7.600000,3.800000
121.186775,284.955414,282.298523,6.766667,8.500000,4.166667
121.376007,285.471863,282.852173,6.933333,9.133333,5.533333
121.567627,286.148468,283.427216,6.800000,9.266666,6.266667
121.759163,287.913605,284.209290,6.500000,9.700000,6.966667
121.948402,286.489258,284.607544,6.733333,9.333333,7.466667
122.126045,284.582397,284.604736,7.133333,9.000000,8.666667
122.293777,284.743225,284.630310,7.033333,8.900000,8.100000
122.478966,283.073975,284.361237,7.300000,8.433333,8.700000
122.665421,283.154449,284.152954,7.166667,8.233334,9.366667
122.842957,281.165710,283.634918,7.400000,7.533333,9.733334
123.036568,280.186462,283.036804,7.100000,6.500000,10.166667
123.241219,278.300781,282.214813,7.266667,5.800000,10.333333
123.457558,275.223511,281.000641,7.533333,4.666667,10.333333
123.659935,273.839966,279.756897,7.300000,3.700000,9.900000
123.833832,271.214600,278.272583,7.533333,2.800000,9.066667
123.943832,269.543671,276.755219,7.566667,2.100000,7.900000
123.981232,269.140167,275.430969,7.233333,1.566667,6.766667
123.949951,270.034973,274.492096,6.300000,0.900000,5.433333
123.848190,272.697571,274.179047,5.633333,1.100000,4.566667
123.691414,274.470032,274.228271,5.466667,1.533333,3.533333
123.510292,277.043549,274.716370,5.100000,1.966667,2.700000
123.336128,278.268921,275.332764,5.233333,2.633333,2.433333
123.192780,278.310211,275.849396,5.566667,3.166667,2.366667
123.112503,278.570435,276.321991,5.966667,3.900000,2.166667
123.123444,278.153656,276.640686,6.666667,4.800000,2.333333
123.201057,279.441345,277.128510,6.966667,5.900000,3.100000
123.330727,279.810913,277.596222,7.300000,6.633333,3.366667
123.495270,280.966919,278.183990,7.366667,7.366667,3.966667
123.668640,280.071289,278.513794,7.700000,7.433333,4.900000
123.828972,280.034485,278.779724,7.833333,7.633333,5.566667
123.972610,281.253052,279.211212,7.700000,8.100000,6.033333
124.089439,280.389618,279.417206,7.733333,7.666667,6.000000
124.154007,279.317047,279.400360,7.833333,7.233333,6.166667
124.192795,279.016357,279.333923,8.000000,7.333333,6.066667
124.228935,278.428680,279.176788,7.866667,6.800000,6.666667
124.269577,279.243835,279.188812,7.900000,7.300000,6.833333
124.313568,278.953339,279.148224,7.833333,7.033333,7.966667
124.357018,277.526825,278.866577,7.900000,6.366667,8.900000
124.389900,276.470764,278.450134,7.800000,5.666667,9.200000
124.386459,275.552917,277.946167,7.800000,5.200000,8.933333
124.344971,273.755951,277.216949,7.866667,4.400000,9.200000
124.275383,272.521210,276.399567,7.566667,3.433333,9.033334
124.175774,270.956360,275.451874,7.833333,3.033333,8.700000
124.062637,272.182159,274.882111,7.666667,3.400000,8.533334
123.948074,272.435852,274.455597,7.733333,3.600000,8.933333
123.845795,273.187103,274.234039,7.900000,4.166667,8.700000
123.768120,273.829620,274.163025,7.966667,4.566667,8.900000
123.736954,274.496704,274.220795,8.166667,5.166667,8.766666
123.752892,275.278046,274.404846,8.333333,5.800000,7.933333
123.798241,275.453339,274.587616,8.266666,5.800000,7.666667
123.883987,275.754059,274.791260,8.366667,6.100000,6.300000
123.974586,275.529510,274.920471,8.333333,5.933333,5.200000
124.053238,276.780640,275.244720,7.600000,5.533333,4.666667
124.110558,274.820251,275.171387,7.333333,4.200000,3.866667
124.143600,275.194794,275.175751,6.866667,3.733333,3.333333
124.169411,274.346436,275.031738,6.800000,3.266667,3.466667
124.201805,274.103729,274.870605,6.300000,2.500000,3.700000
124.255287,274.320007,274.775299,6.033333,2.233333,3.766667
124.306755,274.151855,274.667297,6.033333,2.166667,3.700000
124.372528,272.036163,274.210205,6.433333,1.833333,4.366667
124.465988,270.645813,273.591034,6.533333,1.400000,5.000000
124.598923,271.598206,273.245544,6.300000,1.500000,5.633333
124.787445,270.179382,272.713867,6.933333,1.666667,5.733333
125.037552,269.784546,272.206543,7.200000,1.800000,6.333333
125.339317,269.403809,271.721680,7.500000,1.966667,7.033333
125.676125,269.949280,271.416351,7.766667,2.500000,7.300000
126.031487,270.822571,271.316193,7.800000,2.933333,7.133333
126.417435,271.101074,271.282166,7.833333,3.100000,7.433333
126.827194,271.388153,271.304199,8.200000,3.666667,7.800000
127.242462,272.922974,271.589417,8.133333,4.333333,8.333333
127.638512,274.826721,272.156006,8.066667,5.200000,8.400000
127.987770,276.171814,272.857605,8.000000,5.800000,8.666667
128.287933,277.122681,273.602142,8.066667,6.400000,8.200000
128.542267,277.216431,274.233063,8.100000,6.500000,8.500000
128.747894,278.016174,274.892914,8.033334,6.833333,7.833333
128.861847,278.095581,275.450989,8.200000,7.133333,7.733333
128.891556,277.183258,275.752563,8.000000,6.333333,7.666667
128.865738,275.629547,275.730927,8.366667,6.033333,7.566667
128.838562,275.351257,275.664642,8.233334,5.700000,7.766667
128.857498,275.930115,275.710999,8.300000,6.100000,7.233333
128.941528,278.467651,276.191223,8.066667,7.133333,7.266667
129.111710,279.639771,276.792572,7.866667,7.466667,7.666667
129.378784,281.295502,277.578156,7.666667,8.066667,8.400000
129.755127,281.318237,278.232025,7.466667,7.733333,8.600000
130.229721,281.808441,278.858307,7.366667,7.833333,8.900000
130.789139,280.271210,279.109009,7.433333,7.100000,9.500000
131.378647,280.188873,279.302032,7.400000,7.000000,10.133333
131.945877,278.807648,279.221039,7.166667,5.900000,11.166667
132.496155,278.534241,279.106415,6.466667,4.666667,11.333333
132.985901,275.358124,278.458740,6.333333,3.066667,10.800000
133.396896,273.400757,277.582581,6.366667,2.300000,9.966666
133.746887,269.784210,276.229187,6.566667,1.100000,8.700000
134.037781,269.153931,275.001068,6.266667,0.533333,6.933333
134.259186,271.735901,274.435059,5.700000,0.833333,5.166667
134.407486,272.372772,274.077637,5.566667,0.900000,4.500000
134.492584,275.464539,274.319641,5.033333,1.300000,3.500000
134.512436,279.971649,275.302948,4.500000,2.100000,2.300000
134.496597,281.482941,276.377747,4.466667,2.600000,1.600000
134.448807,283.963745,277.696838,4.433333,3.500000,1.033333
134.377670,285.185883,278.998871,4.333333,3.800000,1.133333
134.297546,284.112244,279.887604,4.733333,4.133333,0.866667
134.224762,283.090088,280.444031,5.000000,4.200000,1.133333
134.163788,282.696960,280.835388,5.366667,4.700000,1.300000
134.099670,281.730408,280.990509,5.400000,4.333333,1.533333
134.026108,280.374695,280.882751,5.766667,4.366667,1.966667
133.963547,278.792419,280.518616,5.800000,3.733333,2.400000
133.940781,277.992981,280.079102,5.933333,3.600000,2.266667
133.973373,276.835236,279.515137,5.833333,2.966667,2.233333
134.035980,273.878326,278.535217,6.166667,2.233333,3.300000
134.147736,273.016357,277.576233,6.200000,1.933333,3.600000
134.290176,274.483521,277.039551,6.233333,2.566667,3.433333
134.518570,273.544250,276.433594,6.166667,2.100000,3.233333
134.814621,273.376343,275.904419,6.166667,2.033333,3.633333
135.137192,272.618805,275.335754,6.566667,2.233333,3.966667
135.510971,271.947937,274.749786,6.600000,2.000000,4.666667
135.921906,271.464905,274.182037,6.933333,2.200000,5.133333
136.366928,270.676605,273.576233,7.800000,2.866667,5.800000
136.773010,270.876129,273.110138,8.066667,3.266667,6.133333
137.108017,270.363922,272.635406,7.866667,2.800000,7.133333
137.306198,271.308044,272.406250,7.300000,2.566667,8.766666
137.340317,274.124695,272.705475,6.066667,2.200000,10.400000
137.201233,278.172638,273.655212,4.566667,1.566667,11.300000
136.905182,286.431335,275.874908,2.733333,1.000000,11.133333
136.524612,298.201813,279.755127,1.000000,0.133333,10.066667
136.150787,296.561890,282.675232,0.966667,-0.433333,8.700000
135.871674,285.320862,283.132935,1.800000,-1.200000,6.866667
135.783264,277.023834,282.069519,3.166667,-0.900000,5.300000
135.947311,273.141174,280.517944,4.300000,-0.433333,4.300000
136.418182,273.143616,279.239410,5.033333,0.500000,3.633333
137.209930,272.607941,278.092896,5.766667,1.233333,3.700000
138.247787,274.866760,277.540894,6.166667,2.633333,3.366667
139.418365,274.757629,277.067078,6.666667,3.266667,3.400000
140.615906,275.518494,276.808289,6.666667,3.600000,3.266667
141.772461,277.693390,276.972443,6.566667,4.433333,2.700000
142.843643,279.850159,277.482422,6.333333,5.066667,1.800000
143.813126,282.863403,278.426941,6.000000,5.933333,1.466667
144.670715,285.674622,279.695190,5.900000,7.166667,1.633333
145.407333,285.830383,280.768860,6.466667,8.400000,2.800000
146.030212,286.042145,281.691589,6.733333,9.066667,4.000000
146.509659,287.348572,282.679810,6.566667,9.500000,5.633333
146.809021,284.025787,282.916565,7.200000,8.800000,7.133333
146.902527,278.846680,282.209473,7.933333,7.133333,8.066667
146.721680,273.747742,280.736023,8.100000,4.700000,8.700000
146.230011,269.673615,278.807465,7.666667,2.266667,7.866667
145.414856,270.335815,277.326691,5.433333,0.033333,7.233333
144.309280,275.028534,276.917206,3.466667,-1.000000,7.133333
142.983078,287.807159,278.799713,1.400000,-1.466667,7.333333
141.551514,302.014709,282.825165,0.300000,-1.166667,7.766667
140.078384,307.688995,287.137054,-0.066667,-1.066667,7.866667
138.639877,324.026550,293.541016,-1.000000,-0.533333,8.133333
137.402573,343.425385,302.207092,-2.166667,-0.166667,8.033334
136.512100,343.603271,309.399780,-2.166667,-0.300000,7.766667
136.036530,318.623291,310.999939,-0.700000,-0.766667,7.900000
135.999008,288.335632,307.057343,1.466667,-1.200000,8.266666
136.347916,279.656464,302.294250,3.200000,-0.133333,9.133333
137.050354,276.725739,297.853027,4.200000,0.533333,9.866667
138.111832,274.036835,293.719757,5.966667,2.033333,10.300000
139.501328,274.106323,290.320404,7.333333,3.866667,9.733334
141.103668,277.497955,288.104156,7.666667,6.000000,9.200000
142.783844,282.421661,287.130524,7.100000,7.700000,8.766666
144.423477,288.467316,287.377502,6.166667,9.300000,8.633333
145.888336,291.528992,288.112518,5.666667,10.000000,8.000000
147.056122,290.515198,288.540741,6.066667,10.333333,6.866667
147.880661,284.462555,287.838623,7.066667,8.800000,5.266667
148.353348,279.684357,286.424408,7.300000,6.566667,3.300000
148.498901,278.192627,284.993835,7.000000,5.333333,2.733333
148.359329,279.610443,284.056213,6.300000,4.900000,2.166667
147.950760,278.723755,283.125061,5.966667,3.966667,2.033333
147.307739,278.146576,282.253418,5.566667,3.100000,2.033333
146.504807,276.966492,281.326721,5.300000,2.233333,2.700000
145.659637,273.991394,280.043365,4.966667,0.700000,3.500000
144.810913,273.396118,278.879639,4.500000,-0.100000,4.166667
143.957596,275.670380,278.313904,3.700000,-0.500000,5.100000
143.090881,278.509247,278.340240,2.700000,-1.233333,6.033333
142.226990,285.609924,279.597137,1.733333,-1.266667,7.133333
141.457397,291.845825,281.720917,1.066667,-1.333333,7.200000
140.888062,290.126892,283.178040,1.200000,-1.400000,7.133333
140.574768,277.012817,282.102875,3.033333,-1.100000,7.033333
140.553986,270.838379,280.143341,4.766667,-0.566667,7.366667
140.812180,268.809357,278.174164,6.166667,0.300000,7.900000
141.263489,270.331055,276.813904,6.966667,1.766667,8.233334
141.806442,272.018250,275.984528,6.466667,1.866667,9.066667
142.338608,273.981964,275.640900,5.400000,1.266667,9.733334
142.713181,280.903259,276.559540,3.166667,0.166667,9.833333
142.815216,304.263123,281.379272,0.466667,0.133333,9.333333
142.618149,345.528961,292.535858,-2.300000,-0.166667,7.433333
142.085922,2.290071,242.045273,-3.700000,0.700000,5.633333
141.248001,10.361624,201.738403,-4.933333,2.000000,4.000000
140.248886,12.404754,168.796539,-5.700000,3.366667,3.300000
139.215225,9.440452,141.068726,-5.433333,3.833333,2.633333
138.273224,9.880135,118.241226,-5.700000,4.433333,2.300000
137.531281,11.092729,99.597076,-5.733333,4.000000,2.666667
137.050751,13.147038,84.555557,-5.633333,2.900000,3.566667
136.823059,11.104464,71.777328,-4.966667,1.833333,3.833333
136.841095,5.721627,60.287632,-4.200000,1.333333,4.533333
137.053894,7.711189,51.144260,-4.200000,0.666667,4.733333
137.383102,3.644334,42.884937,-3.866667,0.866667,5.266667
137.773911,4.097717,36.141659,-3.900000,0.833333,5.366667
138.146912,8.164679,31.278576,-4.266667,0.733333,5.666667
138.429291,7.029087,27.063063,-4.366667,1.433333,5.633333
138.562790,11.277534,24.318476,-5.000000,1.866667,5.533333
138.551437,14.080230,22.537516,-5.600000,2.466667,5.666667
138.449402,14.538617,21.145273,-5.933333,3.133333,5.000000
138.309204,13.114196,19.747097,-5.666667,3.000000,4.800000
138.161041,13.358559,18.634556,-5.766667,3.166667,4.833333
138.042023,11.435493,17.381289,-5.366667,2.833333,5.633333
138.026474,12.503508,16.532701,-5.366667,2.433333,5.566667
138.228958,7.290836,14.926939,-4.466667,1.666667,6.200000
138.756073,350.495789,73.301064,-2.700000,0.366667,7.833333
139.620209,299.835205,112.712448,0.700000,-0.366667,9.766666
140.774933,278.438354,141.549301,4.400000,1.400000,10.866667
142.157959,276.074371,164.961029,6.400000,3.466667,10.333333
143.739883,277.401459,184.533066,7.633333,5.900000,8.966666
145.427216,278.587769,200.907990,8.066667,7.200000,6.666667
147.081421,281.673828,214.971130,7.466667,7.933333,4.733333
148.489471,281.689423,226.588638,7.366667,7.766667,3.566667
149.460754,276.192993,235.225464,7.666667,5.333333,3.866667
149.870071,270.218994,241.315903,7.333333,2.133333,6.066667
149.678986,271.877197,246.630096,5.133333,0.200000,8.466666
148.921906,297.499908,255.471817,1.066667,0.133333,10.266666
147.671799,347.990906,271.553741,-2.700000,1.833333,9.433333
146.054428,8.517457,225.786469,-5.400000,4.133333,7.866667
144.251068,11.824121,188.553558,-6.366667,5.433333,5.566667
