I0,I1,I2,I3,I4,I5
142.524078,10.440657,157.557053,-6.466667,6.400000,4.000000
141.112274,10.963290,132.045822,-6.066667,5.000000,2.800000
140.254044,10.333386,110.867371,-5.033333,2.300000,3.366667
140.054565,345.474182,151.673569,-2.266667,-0.466667,5.466667
140.489914,283.017456,174.523605,2.100000,-1.166667,7.433333
141.475830,268.842377,190.938278,5.966667,0.100000,6.900000
142.892761,269.353638,204.590485,6.966667,1.366667,6.100000
144.577209,271.460449,216.236816,7.300000,2.633333,5.100000
146.347122,272.546082,226.046951,6.966667,2.700000,4.300000
148.043427,271.363586,233.944366,7.166667,2.433333,4.566667
149.524124,269.410553,240.126465,7.466667,1.933333,5.666667
150.696701,269.832458,245.303925,7.633333,2.300000,7.700000
151.582718,273.446014,250.206818,6.766667,2.833333,9.833333
152.200577,277.938629,255.035980,5.600000,3.066667,11.066667
152.600067,286.451233,260.503937,3.966667,3.566667,11.766666
152.917023,294.848999,266.480774,2.333333,2.933333,12.066667
153.183655,300.549255,272.409058,1.133333,1.333333,11.066667
153.492630,289.299316,275.349701,1.600000,-0.666667,8.866667
153.839569,280.380981,276.227905,2.400000,-1.266667,6.666667
154.238312,277.872803,276.517517,2.866667,-1.133333,5.600000
154.678848,276.341187,276.490723,3.266667,-0.933333,4.666667
155.173935,276.593567,276.512970,3.266667,-0.866667,4.666667
155.736465,275.434082,276.330261,3.700000,-0.566667,4.700000
156.277954,273.036774,275.762146,4.166667,-0.633333,4.900000
156.803635,272.494385,275.198395,4.266667,-0.666667,5.200000
157.253113,271.268494,274.518768,4.766667,-0.433333,5.833333
157.625732,270.838379,273.881866,4.766667,-0.566667,6.900000
157.959305,271.328156,273.440613,5.033333,-0.100000,8.166667
158.259705,270.297424,272.896515,5.533333,0.133333,9.333333
158.510803,272.025421,272.747223,5.833333,1.100000,9.433333
158.712936,273.038391,272.799652,5.666667,1.266667,9.266666
158.880981,269.813446,272.281708,5.833333,0.300000,8.766666
159.003281,269.962891,271.879456,5.366667,-0.166667,7.366667
159.084991,271.632874,271.837311,4.866667,-0.200000,5.533333
159.159698,276.026245,272.566589,3.933333,-0.066667,3.933333
159.209839,277.189606,273.371185,4.033333,0.433333,2.766667
159.251541,275.826202,273.798584,4.400000,0.533333,2.800000
159.310913,273.674072,273.777466,4.433333,-0.100000,4.166667
159.390152,271.482269,273.378937,4.766667,-0.366667,5.700000
159.484238,270.033173,272.797791,5.166667,-0.366667,6.566667
159.581070,270.740234,272.440765,4.966667,-0.366667,5.966667
159.656876,275.094238,272.902985,4.133333,-0.066667,4.333333
159.724808,281.019348,274.315369,3.400000,0.600000,2.266667
159.833893,284.109589,276.019958,3.200000,1.200000,1.533333
159.980743,278.429688,276.440399,4.166667,1.033333,2.233333
160.161438,272.954651,275.835663,4.766667,0.100000,3.966667
160.353394,270.713806,274.946442,5.466667,0.200000,5.600000
160.544281,270.138428,274.111816,5.433333,-0.033333,5.433333
160.760986,272.344666,273.806366,5.033333,0.233333,4.433333
161.043640,278.891998,274.693451,4.133333,1.133333,2.200000
161.382813,282.582153,276.068634,4.033333,2.233333,1.433333
161.711243,278.105774,276.425873,4.733333,1.800000,2.066667
162.003021,273.768982,275.966309,5.433333,1.233333,3.166667
162.237823,271.586487,275.206543,5.633333,0.700000,4.566667
162.449982,271.909760,274.634949,5.400000,0.533333,4.800000
162.691391,273.534119,274.445587,5.266667,0.933333,3.666667
162.980713,277.270142,274.939453,5.200000,2.200000,1.800000
163.279846,280.978455,275.992523,5.200000,3.666667,1.200000
163.517319,282.857056,277.188660,5.200000,4.466667,0.800000
163.645828,280.674805,277.796173,5.766667,4.500000,1.433333
163.641068,277.485535,277.742096,5.566667,2.833333,2.100000
163.543884,274.054077,277.099731,4.900000,0.633333,3.233333
163.367142,273.270966,276.432190,4.400000,-0.266667,4.466667
163.090637,271.803436,275.624603,4.600000,-0.466667,5.666667
162.691833,273.600037,275.268951,3.833333,-0.900000,5.433333
162.186996,278.523193,275.830566,3.166667,-0.500000,3.566667
161.640411,289.355988,278.178375,2.000000,0.266667,1.933333
161.121216,291.495941,280.490265,1.933333,0.733333,0.933333
160.654694,290.886017,282.294403,1.733333,0.066667,2.066667
160.192383,287.568726,283.207733,1.733333,-0.800000,3.400000
159.696213,297.054321,285.611877,0.900000,-0.500000,3.300000
159.187668,326.024017,292.636749,-1.033333,0.966667,0.700000
158.674957,332.759888,299.611328,-1.500000,3.300000,-0.700000
158.172806,342.339569,307.039124,-2.533333,5.733333,-0.733333
157.687622,350.393280,314.575928,-3.700000,7.500000,-0.366667
157.234009,352.727142,321.208008,-4.166667,8.433333,0.500000
156.837891,350.734192,326.340363,-3.966667,9.033334,0.966667
156.519119,354.676270,331.266357,-4.400000,8.133333,0.266667
156.291031,350.533997,334.615784,-3.633333,6.900000,-0.433333
156.113022,348.971588,337.111298,-3.266667,5.600000,-0.400000
155.983521,347.534607,338.923218,-3.133333,5.866667,-0.466667
155.924896,345.303772,340.032562,-3.066667,7.800000,-0.266667
155.987335,347.813934,341.386627,-3.566667,9.233334,0.500000
156.146576,354.070465,343.594299,-4.433333,8.833333,0.966667
156.378220,0.119691,283.851715,-5.100000,7.566667,0.500000
156.675217,1.211079,234.691299,-4.833333,5.766667,0.633333
157.013718,3.449335,194.471619,-5.000000,5.200000,1.000000
157.381439,3.099061,161.187164,-5.100000,5.766667,1.033333
157.749268,5.577438,134.123352,-5.966667,7.500000,1.900000
158.094681,2.080134,111.158554,-5.600000,8.333333,2.000000
158.378189,1.376970,92.065430,-5.466667,8.266666,1.733333
158.610123,3.332020,76.633011,-5.433333,6.900000,1.366667
158.793320,4.811610,64.141876,-5.266667,5.466667,1.400000
158.940598,6.906937,54.187622,-5.366667,4.766667,1.766667
159.062637,8.579353,46.255508,-5.700000,5.033333,1.900000
159.133286,7.988318,39.599865,-6.000000,6.266667,1.866667
159.138763,4.569623,33.506687,-5.833333,7.633333,1.900000
159.021332,0.211423,27.714212,-5.300000,8.366667,1.700000
158.744293,357.502228,85.075722,-4.966667,8.833333,1.366667
158.336472,356.215271,132.234650,-4.666667,8.333333,0.866667
157.845825,357.839569,171.472473,-4.700000,7.300000,0.633333
157.282990,356.617310,203.671951,-4.300000,6.166667,-0.033333
156.658142,356.217255,230.200455,-4.266667,6.266667,0.066667
156.033142,350.326904,251.089966,-3.733333,7.800000,-0.066667
155.445236,343.110596,267.091034,-2.933333,9.666667,0.466667
154.932037,341.309174,279.996155,-2.733333,10.533334,0.866667
154.485977,339.214600,290.292786,-2.366667,9.366667,0.033333
154.073120,335.586639,298.167664,-1.833333,7.566667,-1.166667
153.672714,331.428558,303.949585,-1.333333,6.933333,-1.066667
153.302917,327.118896,307.976440,-0.766667,8.166667,-0.833333
152.984451,324.746155,310.890594,-0.333333,10.066667,0.200000
152.704468,323.039917,313.001404,-0.033333,10.700000,0.433333
152.464630,323.028534,314.743439,-0.066667,10.266666,0.200000
152.265640,320.511414,315.744965,0.133333,8.533334,-0.600000
152.125824,319.087128,316.325073,0.200000,7.400000,-1.133333
152.055206,320.144562,316.988800,0.033333,7.100000,-1.366667
152.045135,320.392548,317.580750,0.166667,8.700000,-0.833333
152.057465,319.570313,317.926910,0.466667,10.400000,0.400000
152.092346,321.342957,318.521393,0.266667,11.133333,1.466667
152.140091,320.514709,318.868530,0.366667,10.833333,0.633333
152.196075,320.870422,319.217255,0.166667,9.366667,-0.233333
152.265793,321.896606,319.683899,-0.066667,8.400000,-1.000000
152.369003,321.129822,319.936310,-0.066667,7.333333,-1.400000
152.520218,323.825775,320.614197,-0.333333,8.266666,-1.066667
152.721527,322.747742,320.987061,-0.033333,10.166667,0.033333
152.970673,326.899597,322.017700,-0.566667,11.633333,2.033333
153.237274,326.825439,322.856323,-0.533333,12.066667,2.666667
153.492126,330.592468,324.204193,-1.133333,12.000000,2.200000
153.730301,325.857544,324.493866,-0.500000,9.966666,-0.100000
153.954681,323.394135,324.304535,-0.300000,7.966667,-1.033333
154.131409,314.279694,322.562347,0.300000,3.966667,-0.833333
154.220734,307.463745,319.936859,0.566667,1.766667,0.033333
154.224655,308.438568,317.936859,0.100000,-0.033333,1.766667
154.169205,301.287476,315.040344,0.400000,-1.000000,4.000000
154.062866,300.259033,312.468323,0.400000,-1.266667,5.866667
153.930359,297.339355,309.835602,0.700000,-1.033333,8.633333
153.780075,306.046509,309.175171,0.500000,0.900000,10.766666
153.599503,311.230469,309.531097,0.400000,2.733333,12.200000
153.389709,307.258118,309.133881,1.100000,4.100000,12.366667
153.164185,305.846436,308.560059,1.400000,4.666667,12.533334
152.928955,303.752991,307.721832,1.600000,4.400000,12.533334
152.668060,299.452148,306.281097,1.933333,3.600000,12.266666
152.422577,298.462463,304.918945,1.666667,2.333333,11.933333
152.231812,298.482330,303.797668,1.266667,1.066667,11.000000
152.098053,292.871613,301.895996,1.833333,0.900000,11.233334
152.052307,294.009644,300.523834,1.700000,0.900000,11.033334
152.108978,293.521057,299.306274,2.433333,2.700000,11.966666
152.254288,291.177856,297.893677,3.333333,4.066667,12.400000
152.452286,285.771179,295.786804,4.033333,3.433333,12.233334
152.705322,284.567627,293.837524,4.033333,2.966667,11.766666
153.007462,278.121033,291.106445,4.600000,1.600000,11.133333
153.352966,276.547516,288.577087,4.766667,1.300000,10.766666
153.706818,278.310211,286.794373,5.566667,3.166667,11.166667
153.969009,279.631256,285.550720,5.966667,4.366667,11.166667
154.108612,272.598999,283.299103,6.600000,2.266667,10.066667
154.163345,271.381805,281.226654,5.666667,0.666667,7.466667
154.158524,270.114502,279.293732,5.500000,0.033333,7.966667
154.120499,273.116821,278.218994,5.066667,0.533333,9.133333
154.047379,272.826630,277.280396,4.666667,-0.066667,9.066667
153.905228,278.720428,277.529602,4.000000,0.866667,10.600000
153.715668,291.868622,280.022095,2.300000,1.766667,11.766666
153.538132,310.372894,285.299805,0.566667,3.166667,12.166667
153.392761,317.302124,290.865051,-0.066667,3.533333,12.000000
153.264618,331.241699,297.887115,-1.333333,5.466667,11.933333
153.173035,334.634003,304.278137,-1.700000,6.166667,11.433333
153.106049,344.210907,311.223541,-2.833333,6.766667,11.166667
153.038071,347.776764,317.581085,-3.300000,7.033333,10.900000
152.997391,343.234436,322.042938,-2.700000,6.566667,11.166667
153.017227,340.977234,325.336578,-2.400000,6.000000,11.533334
153.117783,343.587799,328.512115,-2.733333,6.466667,10.866667
153.284805,352.240112,332.640869,-3.933333,7.400000,10.066667
153.497620,355.738159,336.660309,-4.733333,9.066667,8.066667
153.756119,356.673309,340.143677,-5.033333,9.833333,6.900000
154.034134,358.037079,343.258545,-5.200000,9.533334,5.866667
154.333847,0.172330,283.584137,-5.533333,9.400000,5.666667
154.648773,2.219661,234.645844,-5.766667,8.900000,5.500000
154.957733,2.557553,194.278687,-5.800000,8.800000,5.466667
155.266830,3.356675,161.072083,-5.966667,8.900000,5.166667
155.597488,4.924662,133.914413,-6.100000,8.366667,4.766667
155.951401,6.012877,111.670090,-6.266667,8.266666,4.733333
156.299393,7.296824,93.518280,-6.400000,7.933333,4.066667
156.655273,6.615834,78.405441,-6.366667,8.233334,3.766667
157.029312,6.279027,65.862930,-6.166667,7.766667,2.700000
157.401947,6.011693,55.455578,-6.100000,7.700000,2.233333
157.761093,7.904636,47.187641,-6.133333,6.733333,1.866667
158.090286,7.314701,40.254971,-6.166667,7.166667,2.033333
158.363464,8.306887,34.700268,-6.266667,6.933333,1.866667
158.563629,6.445193,29.787292,-6.066667,7.333333,1.533333
158.693954,2.795769,25.093485,-5.600000,7.866667,1.333333
158.750610,1.628707,21.012478,-5.500000,8.233334,1.566667
158.721283,358.621094,79.736496,-5.233333,9.233334,1.366667
158.613663,353.437561,127.343628,-4.466667,9.600000,1.466667
158.436493,348.502869,165.810913,-3.766667,10.033334,0.500000
158.207062,342.498383,196.542252,-2.833333,9.500000,0.033333
157.976227,341.520599,221.758026,-2.700000,9.566667,-0.166667
157.788879,343.863770,242.995682,-3.133333,10.733334,1.133333
157.656845,348.735443,261.387085,-3.933333,11.066667,3.333333
157.554749,348.758148,276.583679,-3.966667,11.300000,4.900000
157.457077,348.299805,289.057251,-3.900000,11.366667,5.233333
157.340103,344.114166,298.632935,-3.233333,11.433333,4.833333
157.188934,341.262512,306.046661,-2.800000,11.666667,5.133333
157.016281,331.285553,310.435242,-1.233333,12.633333,5.166667
156.818375,328.112854,313.508392,-0.733333,12.200000,5.266667
156.604385,326.948517,315.844299,-0.533333,12.466666,4.600000
156.415298,326.302399,317.661743,-0.433333,12.366667,4.966667
156.303467,331.015320,319.983521,-1.200000,12.000000,7.200000
156.304825,334.024567,322.425842,-1.666667,11.000000,8.000000
156.433304,339.532318,325.402496,-2.466667,10.466666,8.600000
156.705414,339.573273,327.869781,-2.433333,9.700000,9.033334
157.127975,341.362000,330.220367,-2.666667,9.400000,9.666667
157.693222,345.383087,332.862793,-3.100000,8.033334,9.833333
158.338623,354.476288,336.627991,-4.033333,6.233333,9.833333
158.959137,1.196221,278.287842,-4.766667,5.500000,9.166667
159.478012,2.378275,230.300171,-5.166667,6.433333,8.300000
159.843353,0.368628,190.308655,-5.333333,8.400000,7.266667
160.054062,356.345673,219.191299,-4.933333,9.600000,6.000000
160.100327,351.071960,242.131271,-4.266667,10.733334,4.533333
159.978928,345.810760,260.164398,-3.466667,11.066667,2.800000
159.714386,344.972198,274.913696,-3.300000,10.700000,1.566667
159.367722,348.530548,287.715698,-3.733333,9.733334,0.466667
159.014526,354.196808,299.276459,-4.400000,8.533334,0.533333
158.726776,0.019828,247.220657,-5.100000,7.633333,0.500000
158.579681,3.357116,204.801270,-5.366667,6.633333,0.500000
158.616669,6.411329,170.293274,-5.633333,5.900000,0.766667
158.864258,10.155602,142.440811,-5.833333,4.700000,1.700000
159.311859,10.793693,119.545807,-5.700000,4.033333,1.966667
159.910889,10.406587,100.567207,-5.400000,3.333333,2.000000
160.600006,10.626384,84.928802,-5.233333,2.766667,2.366667
161.316925,9.774455,71.862625,-5.233333,3.100000,1.766667
162.029068,6.661376,60.527676,-5.000000,3.666667,1.066667
162.695175,5.097252,50.891876,-5.166667,4.966667,0.500000
163.249985,4.058783,42.750530,-5.266667,5.866667,0.600000
163.635834,4.442403,36.090542,-5.600000,6.866667,0.333333
163.794098,1.140457,30.012653,-5.266667,7.600000,0.866667
163.697586,354.484314,86.451012,-4.466667,8.666667,0.933333
163.359314,346.939697,131.757935,-3.466667,9.466666,0.533333
162.832962,343.670166,168.613708,-3.033333,9.900000,0.366667
162.165909,341.644287,198.705093,-2.733333,9.800000,0.200000
161.408630,340.664276,223.391068,-2.533333,8.800000,-0.466667
160.625061,345.383087,244.603683,-3.100000,8.033334,-0.300000
159.892090,353.738556,263.580353,-4.166667,7.566667,-0.233333
159.286987,1.336130,217.959747,-5.200000,7.200000,0.733333
158.821732,7.070209,181.273132,-5.900000,6.433333,1.366667
158.483017,7.445458,151.034241,-5.900000,6.233333,1.500000
158.237045,6.130253,125.827202,-5.766667,6.500000,1.100000
158.043945,4.512619,104.723816,-5.666667,7.066667,0.800000
157.873474,357.829285,148.747955,-4.733333,7.466667,0.133333
157.724411,350.031036,183.758209,-3.633333,7.366667,-0.366667
157.580032,336.905212,210.395615,-2.000000,7.733333,-1.066667
157.413223,325.717438,230.453430,-0.600000,7.933333,-1.266667
157.233566,322.352051,246.436859,-0.133333,8.333333,-0.800000
157.083618,317.019135,258.712738,0.700000,9.166667,-0.500000
157.007202,316.790741,268.814270,0.800000,9.666667,-0.200000
157.005569,315.722473,276.973541,1.000000,9.933333,0.400000
157.070572,315.782104,283.724548,1.033333,10.233334,0.366667
157.195267,315.124847,289.187500,1.166667,10.433333,0.633333
157.364380,315.297852,293.730682,1.100000,10.166667,0.300000
157.560562,319.376862,298.193359,0.466667,10.133333,-0.200000
157.798431,324.776703,302.819397,-0.400000,9.133333,-0.666667
158.069443,334.413666,308.317352,-1.700000,8.566667,-0.700000
158.359406,341.873474,314.156708,-2.633333,7.900000,-0.700000
158.688156,353.726807,321.042511,-4.233333,7.966667,-0.233333
159.063431,2.128728,265.573364,-5.633333,8.433333,1.766667
159.490677,5.136900,220.276306,-6.100000,8.233334,5.366667
159.978455,5.888646,182.989609,-5.766667,6.633333,7.300000
160.544037,0.365395,151.228592,-4.600000,5.266667,9.600000
161.167862,350.888977,185.963394,-3.266667,4.066667,10.333333
161.807709,340.162872,212.790771,-2.133333,2.866667,10.866667
162.397537,334.431763,233.954422,-1.633333,1.900000,10.766666
162.879425,335.504517,251.622482,-1.700000,1.033333,10.100000
163.195786,346.811005,268.182526,-2.566667,1.500000,9.166667
163.309143,355.373383,283.349670,-3.400000,2.200000,9.533334
163.195557,359.392273,296.575653,-4.166667,3.900000,9.766666
162.863205,0.015393,244.988480,-4.700000,5.900000,9.100000
162.361282,357.744171,264.596985,-4.700000,7.366667,9.033334
161.765320,354.514160,280.232117,-4.400000,8.266666,8.533334
161.183289,353.812531,293.025726,-4.400000,8.866667,8.466666
160.714996,351.111755,303.125183,-4.066667,9.333333,8.800000
160.454712,348.919678,311.088470,-3.633333,8.500000,9.433333
160.422440,345.284088,317.036255,-3.100000,8.166667,10.233334
160.614883,332.582733,319.742126,-1.466667,7.400000,11.266666
160.941360,307.305878,317.581818,1.600000,6.400000,12.133333
161.269073,291.007996,312.962402,4.033333,5.700000,11.966666
161.487152,282.274109,307.626343,5.266667,4.333333,12.066667
161.526474,277.825348,302.443054,5.433333,2.766667,10.700000
161.345764,277.781128,298.151733,4.700000,1.633333,10.633333
160.917328,279.416107,294.889038,4.066667,1.200000,10.533334
160.287155,284.317902,293.044739,3.200000,1.266667,11.200000
159.531418,294.823578,293.347504,2.600000,3.666667,12.133333
158.786194,313.700623,296.881195,0.766667,6.500000,12.100000
158.222916,326.571045,302.040527,-0.666667,8.733334,11.200000
157.962280,338.967621,308.461395,-2.366667,10.100000,9.033334
158.006989,349.533356,315.605927,-3.866667,9.600000,8.200000
158.324356,352.752747,322.070099,-4.300000,9.233334,7.766667
158.886261,356.832520,328.121674,-5.033333,9.700000,6.833333
159.616592,357.879608,333.304260,-5.166667,9.500000,6.566667
160.437927,358.690826,337.727295,-5.266667,9.333333,6.266667
161.261993,359.000458,341.434845,-5.333333,9.400000,6.333333
161.997864,357.729187,344.275604,-5.100000,9.300000,6.100000
162.537521,357.396240,346.562592,-5.100000,9.566667,6.433333
162.893448,354.760223,347.991638,-4.766667,10.100000,6.033333
163.071533,347.675079,347.938141,-3.766667,11.100000,5.566667
163.051331,347.070221,347.786987,-3.700000,11.366667,5.500000
162.827530,340.168671,346.459869,-2.633333,11.766666,5.900000
162.391663,329.363495,343.482269,-0.933333,12.200000,6.866667
161.768082,314.524597,338.439819,1.533333,12.200000,7.533333
161.050201,306.129974,332.813446,3.000000,11.733334,8.066667
160.434402,301.192291,327.307770,3.833333,11.100000,7.833333
160.022598,308.770691,324.079773,2.433333,11.433333,7.966667
159.868637,322.521606,323.807373,0.133333,11.733334,7.866667
159.979614,332.459991,325.313416,-1.433333,10.900000,8.633333
160.317795,338.967621,327.691437,-2.366667,10.100000,9.100000
160.845413,338.227570,329.528748,-2.233333,9.433333,9.900000
161.471878,342.716034,331.828094,-2.866667,9.533334,9.400000
162.132263,342.092163,333.619263,-2.833333,10.300000,8.366667
162.676483,346.506165,335.865631,-3.533333,10.666667,7.800000
162.985352,346.557831,337.728180,-3.566667,10.900000,7.300000
163.021362,342.751160,338.602203,-2.966667,10.766666,7.433333
162.783752,338.772491,338.629730,-2.400000,11.466666,7.600000
162.370071,331.171082,337.328705,-1.233333,11.433333,8.166667
161.896362,330.549255,336.145294,-1.133333,11.666667,7.600000
161.495956,336.104553,336.134674,-2.000000,11.933333,5.866667
161.178696,341.235168,337.019073,-2.800000,11.733334,3.333333
160.955154,340.692139,337.656006,-2.700000,11.500000,2.633333
160.827362,337.310608,337.594788,-2.166667,11.233334,2.033333
160.775574,333.567657,336.893860,-1.600000,11.466666,1.800000
160.811493,326.119324,335.020050,-0.433333,11.833333,2.166667
160.904465,321.917297,332.741760,0.266667,12.133333,3.000000
160.998428,317.320038,330.060120,1.033333,12.100000,3.766667
161.055557,313.692047,327.213531,1.633333,11.900000,4.033333
161.050110,309.636200,324.156036,2.400000,12.066667,4.133333
160.978088,308.084015,321.359802,2.666667,11.933333,4.533333
160.862946,303.349640,318.226074,3.566667,11.766666,5.100000
160.739700,301.323029,315.284851,3.900000,11.433333,5.833333
160.645920,302.337891,313.032013,3.633333,11.233334,5.766667
160.591125,304.411163,311.532013,3.300000,11.566667,5.233333
160.588745,304.917389,310.381439,3.166667,11.433333,4.833333
160.652939,308.926208,310.128876,2.500000,11.900000,3.766667
160.804352,315.772827,311.111938,1.266667,11.866667,2.333333
161.066681,319.377258,312.551941,0.600000,11.333333,1.666667
161.427216,329.637115,315.526947,-1.033333,10.166667,0.166667
161.819901,344.721771,320.608612,-3.100000,8.966666,0.100000
162.186218,354.089966,326.435638,-4.366667,8.433333,0.433333
162.533691,358.510529,332.017853,-5.100000,8.700000,1.166667
162.843781,4.030812,274.969910,-5.933333,8.333333,2.200000
163.082184,8.010939,228.536652,-6.500000,7.833333,3.033333
163.196121,6.946566,189.993866,-6.366667,8.033334,4.766667
163.176376,1.164289,157.148315,-5.633333,9.100000,5.366667
163.068893,359.066925,192.269470,-5.366667,9.500000,5.700000
163.005722,356.673309,220.865631,-5.033333,9.833333,5.700000
163.092194,0.851876,182.596786,-5.500000,8.766666,5.633333
163.346207,9.430326,152.478134,-6.533333,7.133333,5.200000
163.771393,12.827703,128.190826,-6.366667,4.966667,5.033333
164.408600,12.354112,108.047592,-5.766667,3.566667,3.500000
165.291199,9.618173,90.934372,-5.066667,2.666667,2.266667
166.390488,1.919039,75.460564,-4.033333,2.166667,1.366667
167.644211,343.479889,122.091400,-2.333333,1.800000,0.333333
168.933884,324.775696,157.358047,-0.900000,1.633333,0.166667
170.146347,314.021271,184.619034,0.033333,2.100000,-0.300000
171.226563,305.350281,205.628769,1.000000,2.733333,-0.400000
172.179276,307.198730,223.304428,1.033333,3.766667,-0.766667
172.998093,314.652954,239.200974,0.600000,6.200000,-1.400000
173.710449,317.239563,252.781433,0.633333,8.900000,-0.433333
174.356552,324.951263,265.340485,-0.300000,11.033334,1.033333
174.965652,331.255127,276.811157,-1.233333,12.300000,4.433333
175.554291,334.866913,286.914673,-1.800000,11.533334,7.133333
176.159790,334.489716,295.195313,-1.733333,10.733334,8.800000
176.806793,334.100342,301.968231,-1.666667,9.533334,9.866667
177.512238,333.937927,307.535339,-1.633333,7.833333,11.166667
178.270172,332.519012,311.887726,-1.466667,5.800000,11.666667
179.068039,334.924713,315.901855,-1.700000,3.900000,11.566667
179.879181,325.001007,317.491730,-0.900000,1.900000,10.833333
180.681213,307.841309,315.820190,0.266667,0.533333,10.466666
181.475739,289.826508,311.305817,1.500000,-0.766667,8.966666
182.247192,287.417206,307.157379,1.533333,-1.266667,7.133333
182.979126,287.984680,303.828888,1.366667,-1.500000,5.500000
183.581818,283.215332,300.248657,1.966667,-1.366667,4.900000
184.014984,291.337585,298.702454,1.100000,-1.366667,4.900000
184.250473,315.145721,301.564697,-0.566667,-1.300000,4.833333
184.283875,327.715485,306.113708,-1.233333,-0.900000,5.766667
184.141373,350.336609,313.804657,-2.566667,-0.500000,6.633333
183.861176,353.247894,320.663025,-2.900000,0.366667,8.500000
183.475632,348.769135,325.548462,-2.666667,1.066667,9.533334
183.007767,337.547455,327.631470,-1.866667,1.666667,10.600000
182.563675,333.974640,328.730896,-1.600000,2.200000,10.600000
182.222870,334.459106,329.724274,-1.633333,1.700000,10.900000
182.075073,322.647858,328.492065,-0.800000,0.866667,10.133333
182.181915,303.924927,324.219757,0.300000,-0.633333,9.033334
182.530136,283.017456,317.056030,2.100000,-1.166667,8.033334
183.047729,274.002869,309.571838,3.900000,-0.700000,7.566667
183.636139,271.543365,302.962280,4.666667,-0.466667,7.066667
184.194687,274.040283,297.936462,3.866667,-0.733333,7.333333
184.645706,283.974518,295.511871,2.066667,-1.000000,8.000000
184.924652,307.939972,297.676117,-0.033333,-0.833333,8.166667
184.954834,322.943634,302.071472,-0.900000,-0.100000,8.900000
184.702026,344.055817,309.372101,-2.300000,0.900000,9.633333
184.176758,351.143677,316.633301,-3.066667,2.533333,10.000000
183.441742,351.606354,322.710114,-3.200000,3.133333,10.333333
182.599640,344.844513,326.552795,-2.633333,3.833333,10.433333
181.774307,346.025787,329.932678,-2.800000,4.333333,10.800000
181.073364,344.715881,332.497925,-2.633333,3.966667,10.833333
180.562592,347.498322,335.102600,-2.733333,2.466667,10.200000
180.281174,345.660828,336.936646,-2.466667,1.400000,9.666667
180.258240,338.222961,337.160187,-1.866667,0.400000,8.800000
180.478775,318.399384,333.898834,-0.666667,-0.600000,8.200000
180.923691,298.493439,327.744293,0.533333,-1.266667,7.400000
181.549866,290.310669,321.238525,1.266667,-1.200000,7.133333
182.317642,288.621399,315.571808,1.466667,-1.133333,6.866667
183.154709,281.337494,309.624420,2.266667,-1.266667,7.466667
184.002899,280.111572,304.498383,2.700000,-0.833333,8.033334
